,frase,sentimento
4210,MUITO OBRIGADO ,positivo
4211,rápido e eficiente.,positivo
4212,Profissional educado e competente.,positivo
4213,continuem assim,neutro
4214,"Serviço atendeu rapidamente, muito bom!",positivo
4215,Ótimo atendimento,positivo
4216,"Tratava se de assunto recorrente quando a acesso o scadabr pela primeira vez em um micro, porém após muitos minutos de espera o técnico não conseguiu resolver.",negativo
4217,EXCELENTE ATENDIMENTO.,positivo
4218,"Os Plugins para acesso ao bb disponíveis na rede foram todos instalados, mas não conseguiu acessar uma determinada área do BB.",neutro
4219,Agradecer as tecnicos do TI pela dedicação e resolução dos problemas solicitados.,positivo
4220,Excelente atendimento. Atendente bastante solícito .,positivo
4221,"O operador informa não ser possível fazer este procedimento, salvo se tivesse um cabo USB",negativo
4222,ATENDEU AMPLAMENTE A SOLICITAÇÃO.,neutro
4223,continua sem solução,negativo
4224,"Gostaria de registrar o excelente atendimento do profissional indicado (infelizmente não me recordo do seu nome). Fica o registro, e espero que conste como reconhecimento. Obrigado!",positivo
4225,Agradeço a agilidade neste atendimento.,positivo
4226,Parabéns ao colega atendente. Excelente trabalho.,positivo
4227,Prontamente atendido...!!!,neutro
4228,Serviço executado com maestria e dado a urgência necessária. Parabéns para toda equipe.,positivo
4229,Rápido e eficaz,neutro
4230,MUITO BOM ,positivo
4231,Muito obrigada como sempre me ajudam muito bem...,positivo
4232,Excelente atendimento,positivo
4233,Aguardando atendimento local,neutro
4234,atendido satisfatoriamente,neutro
4235,Bom atendimento. ,positivo
4236,"Prezados,    Fiz a solicitação para instalação do programa da Receita Federal, a DCTF 3.2, e infelizmente não fui atendido pois segundo informação do técnico que me atendeu só está disponível a versão 2.5, que é a versão anterior a que eu preciso. Segundo ele a versão 3.2 não ""está homologada"", só que muitos Aanisltas que trabalham com este tipo de demanda estão com o programa nesta versão instalados em suas máquinas. Solicitei que o Apoio local fosse acionado para ver a possibilidade de instação, o que me foi também negado. Fiquei sem entender o porque???",negativo
4237,"Mesmo obtendo informação de como proceder para a solução desse problema, sendo um cliente interno TIC, posiciono-me como cliente informando que deveria haver ferramenta, ou deveria ser aberto pelo próprio atendimento Service Desk os referidos meios de solução (DIP, correio, Botão TIC...) pois independente da forma de solução o cliente está interessado, quando entra em contato com o atendimento 881 em ser atendido, e não informado em como deverá fazer para ser atendido. Fica a dica.",neutro
4238,Equipe resolvendo problema no SAP,neutro
4239,Muito obrigada pela agilidade no atendimento.,positivo
4240,"Sim, em parte. Mas não dependeu do atendente na ocasião, pois o problema teria que ser investigado.",neutro
4241,O atendimento foi excelente.,positivo
4242,EXCELENTE ATENDIMENTO,positivo
4243,"Exelente atendimento, com rapidez, eficiência e atenção.",positivo
4244,"Rápido, preciso e objetivo. Parabéns.",positivo
4245,Atendimento foi bastante rápido.,positivo
4246,parabéns...,positivo
4247,ÓTIMO SERVIÇO PRESTADO DESTACAR ATENÇÃO E PRESTEZA.,positivo
4248,"Atendentes atenciosos e prestativos, porém o tempo de espera na fila é grande.Quase 10 minutos.",positivo
4249,Nunca em tanto tempo de empresa fui tão bem atendido por um colaborador da TIC. Nossa amiga esta de parabens pela qualidade no atendimento ao cliente e pela eficiência no mesmo.Oxalá todos fossem assim. Paz de DEUS,neutro
4250,Atendimento com presteza ,positivo
4251,muito bom o serviço,positivo
4252,Agradeço ao atendente Fernando pelo pronto atendimento.,positivo
4253,O atendente de TI foi muito prestativo e solicito. Obrigada.,positivo
4254,ok,neutro
4255,O Powerquery não foi instalado porque ainda não foi Homologado pela TIC,neutro
4256,"Atendimento super rápido, eficiente e cortês.",positivo
4257,"Não houve exatidão nas informações, e um ""restart"" não é solução esperada para um problema, sabe-se que restart nada tem de relação com a resolução de um problema de senha de banco de dados. Os procedimentos informados, me pareceram ""chutes"" não tendo relação direta com a causa (passados vários TNS diferentes), que caso fossem seguidos teriam agravado ainda mais o problema.",negativo
4258,parabéns...,positivo
4259,"O atendente desconhecia o procedimento correto para ativar o siga-me. Aproveito para registrar aqui: para ativar *22numero do telefone e para desativar #22. Sugiro que registrem para informação futura, pois só consegui essa informação pq um colega sabia fazer o procedimento.",negativo
4260,Problema no site da empresa,neutro
4261,O Rafael e o Edgar são ótimos e sempre nos atendem com muita presteza.,positivo
4262,Excelente atendimento.,positivo
4263,Excelente atendimento,positivo
4264,Preciso retornar a logação para cadastrar uma nova senha devidoa inoperancia sistemica.,neutro
4265,O Rafael e o Edgar sempre nos atendem com muita presteza.,positivo
4266,Atendimento rápido e eficiente.,positivo
4267,Obrigada pelo ótimo atendimento,positivo
4268,Excelente atendimento,positivo
4269,Excelente e rápido atendimento.,positivo
4270,"Faltou realizar a configuração do drive instalado. visto que a profissional não demonstrou conhecimento para tal e resistiu ao meus esclarecimentos a respeito, vez que, a instalação do Windows Mobile Device Center já é de praxe quando da realização do inventário anual de BP e a forma de efetuar a configuração de nosso conhecimento. Informei a mesma que iria refazer a ligação buscando outro atendimento e a mesma não demonstrou maior interesse na solução. Assim feito e explicado ao novo atendente, o mesmo realizou a configuração necessária conforme nossos esclarecimentos.",negativo
4271,Excelente atendimento,positivo
4272,Sistema não apresenta valor de débito corretamente para Cálculo de SALDO,negativo
4273,Excelente atendimento,positivo
4274,"O atendente foi rápido para trocar o computador, porém esta é a segunda troca de computador em duas semanas, o que dificulta todo o meu trabalho.",negativo
4275,ótimo atendimento.,positivo
4276,"Além de me fornecer as instruções necessárias, o atendente rapidamente me respondeu onde conseguiria o manual do telefone.",neutro
4277,"O atendimento foi bem cordial mas infelizmente a solução apresentada, abrir Botão Compartilhado,  não atendeu pois não encontrei opção dentre os serviços do referido Botão",neutro
4278,FUI ATENDIDO COM MUITA ATENÇÃO E EDUCAÇÃO. PARABÉNS,positivo
4279,não houve o menor esforço para solucionar o problema,negativo
4280,muito bom o serviço executado,positivo
4281,Parabéns pelo ótimo atendimento.,positivo
4282,Excelente!,positivo
4283,"O retono da TIC pediu para entrarmos em contato direto com a Agilidade, o qual informa que devo solicitar nova compra",neutro
4284,Excelente! Obrigada!,positivo
4285,"Fui bem atendido, ",positivo
4286,Atendente muito prestativa e eficiente.,positivo
4287,"O RAMAL CORRETO É 7670079.    FAVOR LER O HISTÓRICO DO REGISTRO ABAIXO:    06/05/2015 14:57:33    Cliente Individual deseja retirar titularidade do ramal: 7670079  ==========================================    06/05/2015 14:58:08    Verificado no sistema que realmente o ramal pertence a Cliente.  ==========================================    06/05/2015 15:00:40    Cliente informa a localização e o ramal.  IMBETIBA, PETROFFICE. 7670079.  ==========================================    06/05/2015 15:03:49    Retificando.  O ramal para tirar da titularidade é o 8637680 e não o 7670079.    ==========================================    06/05/2015 15:04:21    Verificado que o mesmo também está na titularidade da mesma.  ==========================================    06/05/2015 15:05:14    Cliente ciente que o prazo é de 8 horas úteis.  ==========================================    07/05/2015 19:08:22    Atualização de cadastro.  Realizado a atualização do ramal conforme solicitado, o ramnal foi desassociado da chave da cliente individual e associado a chave estrutural.  Enviado timbre.    :: Atualização do Cadastro de Ramais      Prezada Tatiane,    Informamos que a atualização do ramal 767-0079  em nome do usuário Tatiane Henrique Soares Rodrigues (XPBW) foi concluída e em até 48h será replicada nos sistemas de  Tarifação e Localizador de Pessoas.    Desta forma, a solicitação de nº INC000022963179 será encerrada e, caso deseje nos contatar, utilize um dos nossos canais de atendimento:    Telefone: Ramal 881, opção 3  Correio eletrônico: chave STIC;  Intranet: http://atendimento.petrobras.com.br  Telefone externo: 0800 881-0881    Atenciosamente,    :: TECNOLOGIA DA INFORMAÇÃO E TELECOMUNICAÇÕES ::  ",negativo
4288,está em andamento,negativo
4289,Atendente muito simpática e prestativa.,positivo
4290,"SÓ PODERIAM AVISAR CDAS MUDANÇAS, POIS NÃO SABIA QUE NÃO PRECISAVA MAIS DE MENCIONAR O CENTRO DE CUSTO DA GERÊNCIA EM RELAÇÃO AOS CARRINHOS DE CONTRATO",neutro
4291,Muito rápido e eficiente,positivo
4292,ok,neutro
4293,Excelente atendimento,positivo
4294,Atendimento eficiente!,positivo
4295,MUITO OBRIGADO  POR TER RESOLVIDO MEU POBLEMA,positivo
4296,Excelente atendimento.,positivo
4297,A técnica que me atendeu foi muito eficiente. Resolveu o problema com muita rapidez e eficiência. Fiquei muito satisfeita. Obrigada.,positivo
4298,Ótimo atendimento. Equipe foi extremamente ágil e cordial. Agradeço.,positivo
4299,ok,neutro
4300,"A descricao do serv. está incompleta, o correto era copiar tudo igual ao que estava no notebook antigo para o notebook novo. Entretanto a palavra igual nao foi bem entendida. O atendente voltou 4 vezes, sendo que na ultima vez ficou com vergonha de nao conseguir entender o significado da palavra igual e mandou outra pessoa",negativo
4301,Excelente atendimento. Fiquem com Deus!!!,positivo
4302,Na verdade fui informado que para instalação da impressora precisaria ativar novo ponto de rede. Estou devolvendo a impressora,negativo
4303,Atendimento foi preciso e paciente.,positivo
4304,"A solução não foi resolvida devido ao fato de a minha condição de prestador de serviço pela INFOTEC ter sido desativado o acesso a alguns sistemas, função do ""término"" do Contrato, que foi prorrogado.",neutro
4305,Excelente atendimento......,positivo
4306,bom,positivo
4307,Preocupação no atendimento e bom tempo de informações dadas.,neutro
4308,"Mesmo não sendo da sua área, faltou interesse em resolver o problema. apenas mandou aguardar o sistema voltar ao normal.",negativo
4309,Excelente o atendimento. Parabéns!,positivo
4310,Obrigada pelo pronto atendimento.,positivo
4311,"Quanto a se foi resolvido, na verdade o problema não existia, pois eu tinha uma finformação que o micro não estava nem ligando e fiz meu chamado com base nisso. Quando ele sugeriu que eu ligasse o miccro ele ligou sem aa intervenção do atendimento.",neutro
4312,"Foi preciso abrir novo chamado logo em seguida, pois o problema voltou a acontecer.",negativo
4313,Profissional interessado e atencioso.,positivo
4314,"O problema vai além daquilo que foi possível providenciar remotamente, como o atendente tinha alertado.",neutro
4315,Quero elogiar o excelente atendimento do RAMALHO DOS SANTOS LIMA,positivo
4316,O técnico presente me atendeu satisfatoriamente.,positivo
4317,"Gentil e rápido no atendimento. Poderia ensinar quem abriu o registro INC000023431378, que disse que eu deveria entrar em contato com a Microsoft pois só eles poderiam resolver o problema.",positivo
4318,ótimo atendimento. parabéns!!!,positivo
4319,"O atendimento foi excelente! Cordialidade, rapidez no atendimento e  conclusão perfeita",positivo
4320,O atendimento foi muito rápido.,positivo
4321,"Péssimo atendimento, sistema burocratizado e ineficiente, delegando poder ao contratado e tornando o petroleiro que precisa entregar o seu trabalho refém da boa vontade e compreensão alheia.",negativo
4322,Dificuldades do técnico em fazer o serviço.,negativo
4323,SHOW,positivo
4324,Não foram incluídas todas as chaves conforme solicitado! Favor realizar um double-check.,negativo
4325,"Foi feito o atendimento, muito bem executado e com prestreza. Parabéns à equipe pelo atendimento.",positivo
4326,"Atendimento excelente. Rápido, simples e objetivo.",positivo
4327,"Problema no sincronismo de senhas, na etapa ""TROCA SENHA"", impede acesso e consulta de instruções AS03 e Aceita ativo. Refeita toda a etapa de ""troca senha"", PROBLEMA PERSISTIU.",negativo
4328,EXCELENTE,positivo
4329,"Muito bom atendimento, faltando apenas explicar o porque da ocorrência da falha.",positivo
4330,o problema não era o cabo e sim a ativação de um segundo ponto de rede ,negativo
4331,"Apesar de ter sido informado e de ter descrito na solicitação, o atendente pareceu não processar a informação de que o chamado era para acesso ao MÓDULO ANALÍTICO do GPO. Após encerrada a ligação, o atendente entrou em contato com o usuário para dizer que este já tinha acesso ao GPO (fato que já tinha sido informado na primeira ligação). Após constatação do equívoco, o atendente encaminhou email com instruções para acesso ao módulo solicitado inicialmente.  Não é a primeira vez que atendentes do SAP são desatentos ou fornecem informações equivocadas ou desencontradas. Acredito que a TIC deveria investir mais no treinamento dos atendentes deste módulo.",negativo
